Main Lines of Code,Logical Lines of Code,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
1,7,0,7,4057,2,0
1,22,1,17,4057,3,0
1,6,1,13,1649,2,0
1,23,1,15,1649,2,0
1,6,0,6,1649,2,0
12,102,2,25,4057,2,1
1,73,4,32,1649,3,0
1,15,0,6,4057,2,0
1,23,0,3,1649,1,0
9,46,0,3,1649,2,0
7,28,0,1,1649,1,0
1,10,1,3,1649,2,0
1,9,0,14,4057,3,1
1,23,0,14,4057,2,1
61,363,0,6,1649,3,0
16,175,0,1,4057,1,1
9,81,0,15,1649,3,0
1,46,0,3,1649,1,0
22,144,1,15,4057,3,2
219,1449,13,91,1649,4,8
100,1066,11,134,1649,5,9
66,417,0,8,4057,2,0
5,22,1,16,1649,3,0
1,15,1,7,1649,3,0
9,58,0,10,1649,3,0
1,9,0,13,1649,3,0
1,10,0,4,72,3,0
1,5,0,13,1649,3,0
1,15,0,5,1649,2,0
1,7,0,5,1649,3,0
4,36,0,13,1649,3,0
1,10,0,4,1649,2,0
26,137,1,16,4057,4,0
1,20,0,5,1649,3,1
1,15,0,7,72,3,0
1,1,0,4,4057,2,0
1,13,1,2,4057,2,0
1,4,0,3,4057,2,0
45,347,1,28,1649,3,1
4,42,1,36,4057,4,2
1,22,0,14,1649,3,0
3,106,0,3,1649,1,2
24,244,0,20,4057,4,1
13,139,1,33,1649,3,1
1,5,0,4,4057,1,0
1,1,0,6,4057,2,0
27,260,2,65,1649,3,1
14,110,0,1,1649,1,1
1,4,0,1,1649,1,0
5,59,0,1,1649,1,1
8,70,0,1,1649,1,2
10,132,0,3,1649,2,1
1,1,0,1,1649,1,0
9,52,0,1,1649,1,0
9,54,0,1,1649,1,0
23,242,2,33,1649,3,0
2,49,1,23,4057,3,0
4,99,1,8,1649,3,1
1,43,1,20,4057,3,0
1,5,0,5,1649,2,0
1,1,0,5,1649,2,0
1,22,0,14,4057,2,1
1,27,0,9,4057,2,1
1,5,0,3,4057,2,0
9,50,0,4,4057,2,0
27,221,0,13,4057,2,5
49,298,0,18,1649,3,3
1,1,0,4,4057,2,0
4,50,0,7,4057,2,1
21,262,1,31,4057,3,5
5,37,0,5,4057,2,0
5,24,1,15,4057,3,1
1,21,1,7,1649,3,1
6,120,0,17,4057,3,1
1,1,0,4,4057,2,0
32,181,0,5,1649,2,4
25,198,0,4,1649,2,0
18,85,0,3,4057,2,3
66,376,0,6,1649,2,3
2,33,0,1,1649,1,1
1,8,0,1,1649,1,0
1,1,0,1,1649,1,0
4,56,0,3,1649,2,0
22,121,0,2,4057,2,1
7,73,0,1,1649,1,0
11,55,0,2,4057,2,0
20,114,0,2,1649,1,0
13,70,0,1,1649,1,0
33,165,0,1,1649,1,0
1,1,0,1,1649,1,0
1,7,0,1,1649,1,0
1,43,0,14,4057,3,0
1,37,0,10,4057,2,1
3,31,0,12,4057,2,0
53,324,0,22,1649,3,1
13,121,0,15,1649,3,1
35,242,0,13,4057,3,1
1,5,0,6,1649,2,0
1,1,0,4,4057,2,0
1,11,0,5,4057,2,0
1,22,0,7,4057,2,1
1,20,1,12,4057,3,0
1,35,0,14,4057,3,1
12,150,1,36,1649,4,0
18,166,1,24,4057,5,0
58,437,11,97,1649,5,3
1,37,1,26,4057,5,0
35,283,0,6,4057,2,0
1,1,0,5,1649,3,0
50,393,3,61,4057,3,0
8,145,0,14,1649,3,0
3,97,1,46,1649,3,0
18,184,2,59,1649,3,1
1,1,0,3,4057,2,0
3,18,0,6,1649,2,0
5,96,0,2,4057,2,1
5,120,0,2,4057,2,1
24,311,1,46,1649,3,0
14,144,1,37,1649,3,0
1,24,0,2,4057,2,1
15,168,3,47,1649,3,0
1,35,0,2,4057,2,1
1,1,0,3,4057,2,0
1,56,1,4,4057,2,0
1,57,0,11,1649,3,0
12,293,1,21,1649,3,0
1,18,0,5,4057,2,0
25,213,2,20,4057,3,0
1,13,0,5,4057,2,0
1,64,0,1,1649,1,0
1,15,0,1,1649,1,0
1,7,0,1,1649,1,0
1,7,0,1,1649,1,0
2,61,0,21,1649,3,0
64,627,1,50,4057,3,0
10,94,1,10,1649,3,0
1,15,0,2,4057,2,0
16,152,0,2,17,2,2
1,1,0,3,1649,2,0
11,138,1,10,1649,3,1
7,91,0,8,4057,3,2
1,24,0,4,17,3,1
1,12,0,4,4057,2,0
19,204,0,4,4057,3,1
4,117,0,2,4057,2,1
1,1,0,1,1649,1,0
1,12,0,1,1649,1,0
1,33,0,5,4057,3,1
1,16,0,3,1649,2,0
1,14,0,1,1649,1,0
1,5,0,2,4057,2,0
1,35,0,2,4057,2,1
4,93,0,5,1649,3,0
2,28,0,3,1649,2,0
16,158,0,5,1649,2,0
1,7,0,2,9,2,0
2,28,0,3,1649,2,0
21,190,0,6,1649,2,0
1,9,0,1,1649,1,0
20,131,0,4,9,3,0
1,1,0,1,1649,1,0
2,21,0,1,9,1,0
1,1,0,1,9,1,0
1,10,0,2,4057,2,0
1,11,0,2,4057,2,0
1,11,0,2,4057,2,0
3,57,0,4,1649,3,0
1,11,0,2,4057,2,0
1,11,0,2,4057,2,0
3,61,0,4,1649,3,0
1,18,0,2,4057,2,0
1,31,0,1,9,1,0
3,49,0,3,1649,3,0
5,125,0,1,9,1,0
11,155,0,3,1649,3,0
12,192,0,1,9,1,0
3,55,0,3,1649,3,0
3,52,0,5,1649,3,0
1,1,0,1,9,1,0
5,40,0,3,1649,3,0
24,188,0,3,1649,3,0
1,14,0,1,9,1,0
1,1,0,1,9,1,0
1,32,0,1,9,1,0
15,190,0,1,9,1,0
1,73,0,3,1649,3,1
20,119,0,29,3,3122,0
1,168,0,34,6,3122,0
5,56,0,11,3,16,0
6,57,0,6,0,0,1
34,366,1,79,7,1345,0
234,1569,1,304,13,3122,3
4,27,0,12,4,1345,0
2,615,0,91,9,1345,1
1,14,0,8,3,3122,0
3,22,0,102,4,3122,0
1,7,0,3,0,0,0
40,339,0,99,7,3122,0
2,16,0,3,0,0,0
1,15,0,2,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
5,110,0,7,4,3122,1
6,82,0,40,4,3122,0
1,20,0,3,0,0,0
1,4,0,4,2,3122,0
1,7,0,11,4,3122,0
1,4,0,4,2,3122,0
5,42,0,4,2,3122,0
1,8,0,4,2,3122,0
10,79,1,26,5,1345,1
1,58,0,4,2,3122,0
14,94,0,48,5,3122,0
20,81,0,33,3,3122,0
1,13,0,7,4,3122,1
2,12,0,2,1,3122,1
1,6,0,2,1,3122,0
1,6,0,2,1,3122,0
1,11,0,2,1,3122,0
1,22,0,2,1,3122,0
42,170,0,32,6,3122,0
1,5,0,3,0,0,0
1,19,0,16,5,3122,0
1,4,0,5,2,3122,0
1,14,0,17,5,1345,0
2,58,0,29,6,3122,0
1,11,0,2,0,0,0
8,45,0,2,0,0,0
5,64,0,13,3,3122,0
1,4,0,2,0,0,0
1,6,0,3,0,0,0
1,17,0,4,3,1345,0
1,16,0,16,4,16,0
9,100,0,25,4,16,0
1,6,0,5,2,1345,0
1,12,0,16,3,16,0
1,6,0,13,5,16,0
17,126,0,35,5,1345,1
1,5,0,4,1,3122,0
1,27,0,2,0,0,0
1,4,0,2,0,0,0
11,58,0,11,2,1345,0
33,448,2,297,8,3122,3
1,7,0,3,0,0,0
1,12,0,4,0,0,0
43,355,0,97,7,3122,1
1,23,0,9,0,0,0
1,11,0,4,0,0,0
1,32,0,5,5,16,0
1,13,0,4,0,0,0
1,24,0,4,0,0,0
1,6,0,4,0,0,0
1,6,0,1,0,0,0
1,40,0,4,2,3122,0
1,5,0,10,0,0,0
1,49,0,1,0,0,0
4,43,0,13,4,16,0
2,30,0,5,0,0,0
1,82,0,78,8,3122,1
1,73,0,53,7,3122,1
12,62,0,7,0,0,1
1,6,0,12,3,3122,0
1,13,0,6,0,0,0
25,213,0,45,7,1345,1
10,97,0,27,4,1345,1
1,6,0,5,0,0,0
12,41,0,2,0,0,0
4,40,0,11,2,1345,0
14,323,0,98,7,3122,0
1,5,0,5,0,0,0
1,5,0,2,0,0,0
3,271,0,77,8,3122,0
1,5,0,2,0,0,0
3,13,0,4,0,0,0
2,22,0,4,2,3122,0
1,11,0,11,0,0,0
4,45,0,11,0,0,0
1,10,0,5,0,0,0
3,17,0,3,0,0,0
29,79,0,17,5,3122,0
18,127,0,38,7,1345,0
5,54,0,11,4,3122,0
1,4,0,3,0,0,0
1,9,0,4,3,3122,0
1,11,0,2,0,0,0
2,68,0,23,4,3122,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,20,0,2,0,0,0
1,11,0,1,0,0,0
1,11,0,2,0,0,0
1,7,0,3,0,0,0
4,45,0,5,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,19,0,5,0,0,0
1,11,0,4,0,0,0
1,11,0,2,0,0,0
1,11,0,2,0,0,0
1,10,0,1,0,0,0
1,10,0,1,0,0,0
1,11,0,2,0,0,0
1,10,0,2,0,0,0
1,28,0,3,0,0,0
140,483,4,78,8,3122,2
1,18,0,8,3,1345,0
41,188,0,21,5,3122,0
2,21,0,3,0,0,0
1,18,0,13,3,3122,0
26,134,0,9,1,1345,0
1,13,0,12,6,16,0
5,109,0,10,4,16,0
7,90,0,8,4,6,0
4,81,0,9,4,6,0
1,37,0,5,1,1345,0
65,365,0,14,4,6,0
26,213,0,53,2,1345,0
1,24,0,15,0,0,0
3,25,0,2,1,3122,0
9,50,0,5,1,1345,0
95,480,1,62,4,3122,0
51,356,0,14,2,3122,0
21,88,0,14,4,3122,1
14,96,0,4,0,0,0
1,74,2,66,5,3122,5
75,849,2,32,4,3122,4
7,210,2,53,6,3122,5
1,5,0,2,0,0,0
1,23,0,13,2,3122,0
27,108,0,2,0,0,0
1,8,0,5,0,0,0
3,55,1,31,6,3122,1
1,62,2,15,3,3122,5
6,52,0,12,4,3122,0
1,11,0,3,0,0,0
1,9,0,22,4,3122,0
31,205,1,70,7,3122,3
13,96,1,43,6,3122,0
1,34,1,38,2,3122,2
42,346,2,70,8,3122,3
2,96,1,23,2,3122,2
8,99,0,33,5,3122,1
71,377,1,59,5,3122,4
38,394,1,90,7,3122,5
1,15,0,34,6,3122,0
21,263,1,51,6,3122,4
2,34,0,5,2,1345,0
46,460,2,61,6,3122,5
5,66,0,18,5,16,0
5,57,0,15,5,16,0
9,64,1,11,2,3122,1
1,11,0,2,0,0,0
29,126,1,12,2,3122,0
42,182,2,20,3,3122,0
14,109,1,57,7,3122,1
1,15,0,1,1,3122,0
11,132,0,16,2,3122,0
8,69,0,7,0,0,0
22,152,0,6,0,0,0
7,102,0,14,2,3122,0
18,113,0,13,2,3122,0
1,6,0,4,0,0,0
7,39,0,19,0,0,0
1,8,0,3,0,0,0
1,14,0,3,0,0,0
51,247,0,32,6,1345,0
1,11,0,2,0,0,0
9,61,0,12,5,1345,0
6,60,0,37,7,16,1
30,159,0,52,5,3122,1
59,234,1,30,6,3122,1
1,10,0,2,0,0,0
16,141,0,31,5,3122,2
1,19,0,79,7,3122,0
18,162,0,13,4,420,0
11,101,0,7,4,16,0
1,16,0,1,0,0,0
1,8,0,8,4,16,0
2,17,0,7,4,16,0
1,8,0,11,0,0,0
3,30,0,31,4,16,0
1,12,0,3,0,0,0
15,32,0,13,0,0,0
4,39,0,6,1,3122,0
1,37,0,35,4,3122,0
38,315,0,104,6,1345,0
7,73,0,5,1,3122,0
1,17,0,18,0,0,0
1,7,0,10,4,3122,0
1,8,0,2,0,0,0
1,20,0,18,0,0,0
158,342,0,79,4,3122,1
1,5,0,3,0,0,0
24,181,1,16,6,113,0
1,14,1,10,6,3122,0
6,60,0,4,4,16,0
1,37,0,4,4,16,0
11,74,1,13,6,3122,0
13,110,0,8,0,0,0
130,914,0,10,1,3122,0
20,220,0,15,1,1345,0
15,139,0,12,1,1345,1
29,293,0,14,2,3122,0
1,7,0,6,0,0,0
28,447,2,13,3,3122,8
6,58,0,38,6,3122,0
25,124,1,24,4,1345,0
18,99,0,24,4,3122,0
10,61,0,20,4,3122,0
15,77,0,24,5,3122,0
23,104,0,35,4,3122,0
15,74,0,17,7,3122,0
13,69,0,16,6,3122,0
35,166,0,44,4,3122,1
60,230,0,34,5,3122,0
15,81,0,25,4,3122,0
3,52,0,34,5,1345,0
26,144,1,50,4,3122,0
18,89,0,30,5,3122,1
14,60,0,12,4,3122,0
7,40,0,20,4,3122,0
19,102,0,24,5,3122,0
3,25,0,1,0,0,0
4,33,0,6,2,3122,0
1,7,0,3,0,0,0
11,63,0,22,4,3122,0
12,54,0,18,4,3122,0
40,181,0,74,7,1345,1
7,25,0,4,0,0,0
12,57,0,20,5,3122,0
87,352,1,70,8,3122,5
1,9,0,2,0,0,0
12,56,0,19,4,3122,0
352,1145,6,306,9,3122,16
11,40,0,12,5,16,0
6,32,0,3,2,1345,0
29,155,0,30,5,1345,2
9,52,0,18,4,3122,0
9,53,0,19,4,3122,1
11,61,0,21,4,3122,0
96,329,0,96,7,1345,3
3,39,0,2,0,0,0
1,17,0,14,3,3122,0
3,36,0,5,0,0,0
1,9,0,2,0,0,0
3,74,0,16,4,1345,0
6,57,0,3,0,0,0
25,129,0,9,4,113,0
8,58,0,2,0,0,1
17,97,0,13,4,3122,0
60,317,0,54,5,3122,1
82,268,1,84,5,1345,2
3,76,0,7,5,113,0
2,65,0,1,0,0,0
1,4,0,1,0,0,0
1,60,0,55,6,3122,0
8,53,0,12,6,16,0
1,8,0,10,5,3122,0
1,8,0,3,0,0,0
8,49,0,20,6,3122,0
9,130,0,27,4,1345,0
1,35,0,12,2,3122,0
1,8,0,3,0,0,0
1,21,0,7,3,3122,0
1,13,0,3,0,0,0
1,17,0,1,1,1345,0
1,102,0,102,9,3122,1
23,162,0,86,5,3122,1
20,166,0,83,7,1345,1
1,33,0,5,2,3122,0
1,3,0,2,0,0,0
1,50,1,41,3,1345,2
10,51,0,38,3,61,2
2,31,1,11,2,3122,1
4,39,0,4,0,0,0
14,138,2,53,3,3122,2
87,369,1,144,8,3122,2
65,276,2,63,5,3122,1
1,8,0,5,0,0,0
7,46,0,3,2,420,0
9,95,0,16,2,6,0
1,53,0,9,0,0,0
1,10,0,4,3,1345,0
11,52,0,7,4,1345,0
5,21,0,1,0,0,0
14,314,0,13,4,3122,0
1,48,0,11,5,113,0
10,226,0,8,4,3122,0
6,55,0,3,1,3122,0
12,81,0,19,5,3122,0
7,66,0,25,5,3122,1
1,18,0,6,3,3122,0
2,56,0,16,5,3122,0
5,39,0,7,2,420,0
11,342,0,34,7,3122,0
1,172,0,6,0,0,0
1,6,0,1,0,0,0
36,210,0,35,6,3122,0
4,23,0,4,3,3122,0
19,141,0,16,5,1345,1
1,14,0,3,0,0,1
12,78,0,13,3,1345,1
13,53,0,11,4,1345,1
9,63,0,3,3,1345,1
5,36,0,3,3,1345,0
21,85,0,13,4,1345,2
11,53,0,4,0,0,1
1,14,0,20,4,1345,0
1,24,0,22,4,16,0
41,262,0,92,8,1345,2
12,84,0,32,6,3122,3
150,748,1,88,7,1345,0
8,45,1,4,1,3122,0
1,20,0,13,0,0,0
13,89,0,25,4,3122,0
1,21,0,15,0,0,0
1,6,0,1,0,0,0
1,6,0,1,0,0,0
1,6,0,1,0,0,0
1,7,0,4,4,3122,0
109,619,0,176,9,1345,0
65,270,0,25,5,3122,0
1,7,0,4,0,0,0
1,40,0,17,4,1345,1
1,27,0,32,4,3122,0
167,901,2,259,8,1345,3
30,251,0,89,8,3122,2
1,4,0,2,0,0,0
1,8,0,5,0,0,0
13,77,0,22,4,1345,0
19,87,0,9,4,16,0
12,69,0,3,0,0,0
1,4,0,2,0,0,0
1,13,0,2,0,0,0
1,13,0,4,0,0,0
1,13,0,8,0,0,0
73,365,0,44,3,16,0
1,4,0,2,0,0,0
31,165,0,27,2,1345,0
1,10,0,9,2,1345,0
57,307,0,50,4,16,0
9,34,0,3,0,0,0
17,106,0,22,3,3122,0
2,22,0,3,0,0,0
1,18,0,12,0,0,0
18,101,0,9,0,0,0
21,153,0,21,5,33,0
20,135,0,14,0,0,0
1,8,0,3,0,0,0
17,117,0,13,0,0,0
97,530,1,55,5,3122,1
86,400,0,84,6,3122,1
1,16,0,1,0,0,0
22,168,0,35,4,3122,0
213,1009,3,145,7,3122,3
1,16,0,1,0,0,0
9,63,0,10,2,1345,0
2,26,0,6,4,16,0
2,26,0,5,0,0,0
44,189,0,22,5,1345,0
6,61,0,7,3,1345,0
1,40,0,3,0,0,0
11,49,0,9,5,1345,1
13,275,2,20,4,3122,5
3,161,2,16,3,3122,5
63,594,2,18,3,3122,5
1,131,2,14,3,3122,5
21,492,2,30,4,3122,6
4,61,0,5,2,3122,0
5,73,0,14,3,3122,0
1,11,0,3,2,3122,0
1,4,0,1,0,0,0
1,4,0,1,0,0,0
3,67,0,8,3,16,1
1,25,0,1,0,0,0
7,109,0,20,3,3122,1
1,10,0,3,0,0,0
7,74,0,7,2,3122,0
1,33,0,1,0,0,0
1,41,0,6,3,3122,0
12,24,0,4,3,6,0
1,80,0,76,4,1345,2
180,947,0,114,10,3122,6
1,49,0,64,1,3122,0
106,584,0,55,5,3122,0
1,34,0,49,3,3122,0
1,138,0,14,2,1345,0
78,515,2,94,7,3122,3
204,435,0,72,6,1345,0
1,16,0,12,3,3122,0
19,88,0,15,3,3122,1
26,169,0,49,5,3122,2
1,31,0,35,4,16,1
1,85,0,18,4,16,1
2,92,0,22,4,16,1
64,378,0,81,7,3122,3
18,142,0,50,2,1345,1
4,33,0,12,2,3122,0
54,263,0,27,6,33,0
25,119,0,15,6,33,0
19,86,0,15,4,3122,0
4,29,0,5,4,16,0
9,74,0,8,4,16,0
16,66,0,17,5,16,0
14,60,0,14,6,33,0
1,11,0,8,4,16,0
17,119,0,15,4,3122,0
4,32,0,7,4,16,0
5,53,0,9,4,16,0
261,990,0,241,8,1345,4
11,45,0,9,0,0,0
338,1006,1,94,7,3122,0
8,115,0,34,4,33,0
4,31,0,13,2,1345,0
8,102,0,15,0,0,0
1,6,0,1,1,1345,0
3,26,0,4,3,3122,0
45,201,0,15,0,0,0
66,352,0,64,6,1345,0
208,637,0,108,6,1345,3
6,43,0,97,0,0,1
98,261,0,66,5,3122,0
1,6,0,5,0,0,0
30,127,0,85,9,3122,1
14,86,0,30,4,3122,2
1,17,0,8,0,0,0
1,17,0,8,0,0,0
5,33,0,18,3,3122,0
4,27,0,4,0,0,0
2,25,0,8,3,16,0
70,292,0,26,4,33,1
33,158,0,12,7,3122,0
4,86,0,25,5,1345,1
1,18,0,18,3,16,1
1,62,0,13,2,1345,0
1,11,0,1,0,0,1
1,8,0,3,0,0,0
20,107,0,50,8,3122,1
4,98,0,15,6,1345,1
1,12,0,4,4,16,1
1,8,0,3,3,16,0
1,45,0,1,0,0,0
1,7,0,5,0,0,0
11,115,0,32,3,420,3
19,66,0,15,0,0,0
25,138,0,27,3,420,4
36,153,0,36,3,3122,4
24,88,0,13,0,0,0
16,98,0,23,3,3122,3
14,104,0,27,4,420,3
28,138,0,26,3,3122,3
23,91,0,22,1,3122,0
3,25,0,14,0,0,0
43,155,0,44,3,3122,4
1,5,0,1,0,0,0
48,171,0,34,5,420,3
6,46,0,5,0,0,0
6,44,0,14,0,0,0
3,31,0,11,0,0,0
20,89,0,28,3,420,3
20,88,0,31,5,420,3
1,27,0,10,0,0,0
20,88,0,28,3,420,3
20,88,0,31,4,420,3
13,65,0,15,0,0,0
1,27,0,12,0,0,0
15,58,0,15,0,0,0
37,150,0,26,1,3122,0
1,20,0,19,2,113,0
1,40,0,27,5,1345,0
21,128,0,36,3,1345,0
12,107,0,26,3,1345,0
64,565,0,49,9,3122,1
1,54,0,53,3,3122,1
12,321,0,37,6,1345,0
3,28,0,4,0,0,0
46,612,0,70,6,3122,0
10,121,0,32,4,3122,0
1,16,0,70,3,3122,0
2,7,0,3,1,3122,0
4,28,0,5,0,0,0
45,306,0,23,4,3122,0
81,467,0,14,4,3122,0
4,32,0,38,1,3122,0
11,62,0,39,1,3122,0
127,436,0,44,2,1345,0
131,664,1,93,6,3122,0
68,592,1,58,7,61,0
6,170,0,38,7,61,0
1,20,0,25,4,16,0
7,37,0,3,0,0,0
8,47,0,2,0,0,0
1,6,0,2,0,0,0
1,11,0,1,0,0,0
1,4,0,4,4,33,0
15,258,0,52,7,3122,0
7,86,0,5,4,1345,0
19,76,0,34,7,3122,1
1,29,0,6,5,1345,0
7,108,0,11,5,16,0
1,32,0,5,5,33,0
1,10,0,6,5,16,0
186,1455,1,72,7,3122,1
1,19,0,4,4,33,0
123,1154,1,50,4,3122,5
42,329,0,27,4,3122,2
1,15,0,4,3,3122,0
10,46,0,4,3,3122,0
2,54,0,6,3,3122,1
1,3,0,3,2,3122,2
1,19,0,4,3,3122,3
6,41,0,5,2,3122,2
113,1109,0,35,3,3122,3
38,327,1,23,3,3122,0
1,42,0,4,3,3122,2
6,64,0,7,3,3122,0
1,22,0,1,1,1345,0
1,19,0,1,1,1345,0
9,91,0,3,2,3122,0
7,90,0,24,6,3122,1
1,5,0,4,0,0,0
12,57,0,2,0,0,0
1,14,0,1,0,0,0
1,30,0,1,0,0,0
1,6,0,8,0,0,0
5,47,0,6,0,0,0
2,26,0,9,0,0,0
1,6,0,2,0,0,0
1,12,0,7,4,1345,0
1,10,0,6,0,0,0
1,7,0,7,0,0,0
12,51,0,10,0,0,0
5,38,0,9,0,0,0
5,32,0,5,0,0,0
13,72,0,17,4,1345,0
12,32,0,17,2,3122,0
4,35,0,2,0,0,0
1,16,0,3,0,0,0
3,97,0,28,3,1345,0
2,22,0,6,0,0,0
1,16,0,6,0,0,0
6,129,0,4,2,3122,1
5,30,0,8,0,0,0
3,72,0,22,5,1345,0
13,180,0,21,3,3122,1
1,16,0,5,0,0,0
1,6,0,3,0,0,0
1,6,0,6,0,0,0
6,34,0,6,0,0,0
9,46,0,15,0,0,0
5,31,0,1,0,0,0
13,92,0,19,5,1345,1
3,29,0,13,4,16,1
13,75,0,2,2,1345,1
4,38,0,7,3,16,1
14,70,0,19,5,16,1
3,37,0,4,3,16,1
9,65,0,12,4,16,2
12,73,0,10,4,16,1
1,20,0,3,0,0,1
9,66,0,10,4,16,2
10,55,0,39,7,61,0
4,34,0,14,3,16,1
21,93,0,24,4,16,1
5,39,0,13,7,1345,1
19,42,0,9,0,0,1
20,67,0,28,5,3122,1
20,67,0,28,5,3122,1
11,61,0,22,4,16,1
3,23,0,4,3,16,1
3,40,0,16,3,16,1
7,52,0,14,4,1345,1
2,30,0,7,5,16,1
7,44,0,7,5,16,1
2,19,0,12,3,16,1
6,33,0,4,3,16,1
3,25,0,5,3,16,1
4,40,0,22,4,1345,1
9,75,0,5,4,16,1
3,17,0,4,4,16,0
6,27,0,4,4,16,1
4,25,0,7,5,1345,0
4,24,0,4,4,16,0
2,15,0,4,4,16,0
3,18,0,4,4,16,1
3,18,0,4,4,16,1
8,38,0,4,2,1345,1
4,21,0,4,4,16,1
8,36,0,7,3,1345,1
2,14,0,4,4,16,1
2,15,0,4,4,16,0
11,48,1,14,6,1345,1
5,30,0,8,5,1345,1
1,17,0,3,3,16,1
4,19,0,4,4,16,1
3,15,0,4,4,16,1
3,16,0,4,4,16,0
2,14,0,4,4,16,0
6,26,0,4,4,16,1
3,17,0,4,4,16,1
7,27,0,8,2,1345,1
7,27,0,4,2,1345,1
2,16,0,4,4,16,0
3,16,0,4,4,16,0
3,24,0,11,6,1345,1
5,26,0,4,4,16,0
4,18,0,10,6,33,0
2,14,0,4,4,16,1
2,14,0,4,4,16,1
2,14,0,4,4,16,1
3,15,0,4,4,16,1
19,67,0,9,0,0,0
18,67,0,10,0,0,0
19,66,0,10,0,0,0
19,67,0,10,0,0,0
21,72,0,10,0,0,0
76,714,0,99,6,3122,1
10,68,0,27,5,3122,0
7,46,0,3,0,0,0
38,459,0,77,5,16,0
39,209,0,35,2,3122,0
1,5,0,8,4,3122,0
65,445,0,55,7,3122,1
1,12,0,12,4,1345,0
6,88,0,34,7,113,1
7,70,0,31,6,3122,0
268,1505,1,337,10,1345,3
29,182,1,31,7,1345,1
36,234,1,109,7,3122,0
3,27,0,3,0,0,0
22,233,0,59,6,3122,0
2,15,0,1,0,0,0
5,147,0,47,4,420,0
30,227,1,18,6,420,0
13,228,0,9,6,420,0
3,87,0,8,0,0,0
115,740,1,172,9,1345,1
1,5,0,5,3,420,0
1,29,0,8,4,420,0
26,214,0,25,3,1345,0
65,496,0,19,2,3122,0
14,158,0,26,2,3122,0
1,22,0,8,1,3122,0
23,183,0,28,5,420,0
27,162,0,11,1,1345,0
52,260,0,48,7,3122,0
7,131,0,6,2,3122,0
14,162,0,8,2,3122,0
2,35,0,19,3,3122,0
1,3,0,3,2,3122,0
16,239,0,27,3,3122,0
5,27,0,24,6,3122,0
41,195,0,27,6,3122,0
1,7,0,4,4,16,0
12,59,0,10,3,3122,0
9,73,0,14,4,1345,0
1,34,0,45,7,3122,0
10,38,0,4,4,16,0
68,536,1,35,4,3122,0
134,809,1,39,4,3122,1
1,10,0,6,3,3122,0
2,79,0,25,5,1345,0
182,617,1,187,7,1345,0
59,223,0,15,0,0,0
182,486,0,161,7,1345,3
167,390,3,132,7,1345,0
175,512,0,75,7,3122,2
18,228,0,20,5,1345,1
6,110,0,21,6,1345,0
1,69,0,16,6,1345,0
1,151,0,18,6,1345,0
36,299,0,10,4,1345,1
33,351,0,5,4,3122,3
6,87,0,6,4,3122,1
9,73,0,8,5,3122,0
13,129,0,16,4,1345,0
221,1453,3,128,8,3122,4
87,1217,1,14,5,3122,2
1,30,0,7,4,1345,1
5,45,0,3,2,3122,0
10,71,0,8,4,420,0
10,79,0,15,4,61,0
2,49,0,7,2,3122,0
2,49,0,7,2,3122,0
4,42,0,7,3,1345,0
1,4,0,1,1,1345,0
7,46,0,3,3,16,0
8,92,0,9,5,420,0
4,29,0,2,1,1345,0
4,42,0,4,3,1345,0
4,29,0,5,3,1345,0
10,50,0,13,5,420,0
5,51,0,3,2,3122,0
5,44,0,4,2,3122,0
18,133,0,12,4,1345,0
3,18,0,7,4,420,1
6,77,0,11,5,420,0
4,73,0,12,3,1345,1
1,9,0,7,4,16,0
21,80,0,26,5,61,0
130,922,0,58,6,1345,1
99,1315,0,5,4,420,1
79,430,0,5,0,0,0
10,161,0,2,0,0,0
1,219,0,1,0,0,0
5,65,0,6,0,0,0
3,118,0,6,0,0,0
5,383,0,6,0,0,0
7,447,0,9,3,16,0
1,94,0,6,3,16,0
1,297,0,6,3,16,0
1,320,0,7,3,16,0
1,118,0,9,3,16,0
8,84,0,4,4,6,0
5,38,0,4,4,16,0
3,54,0,6,4,420,0
1,64,0,1,0,0,0
4,54,0,8,4,3122,0
7,70,0,5,2,6,0
4,532,0,5,1,1345,0
3,301,0,5,1,1345,0
2,267,0,5,1,1345,0
8,62,0,18,6,1345,0
2,51,0,5,3,113,0
11,147,0,9,5,33,0
3,51,0,6,4,1345,0
3,49,0,8,0,0,0
2,44,0,9,0,0,0
16,125,0,29,6,1345,0
34,158,0,32,6,1345,0
41,198,0,10,4,1345,0
31,217,0,16,4,1345,0
20,128,0,16,4,1345,0
81,399,0,15,4,420,0
45,227,0,5,3,1345,0
13,301,0,4,2,1345,0
1,39,0,4,3,1345,0
13,265,0,17,4,420,4
31,217,0,6,3,1345,0
20,129,0,6,3,1345,0
81,405,0,12,3,1345,0
13,257,0,9,3,1345,2
2,21,0,1,1,1345,0
1,8,0,1,1,1345,0
1,8,0,1,1,1345,0
1,8,0,1,1,1345,0
6,58,0,2,0,0,0
5,84,0,13,6,420,0
4,46,0,6,2,3122,0
